Density:0.4, Vertices: 70, Time: 0.0020 seconds, MST Weight by list: 75
Density:0.5, Vertices: 70, Time: 0.0032 seconds, MST Weight by list: 70
Density:0.6, Vertices: 70, Time: 0.0030 seconds, MST Weight by list: 70
Density:0.7, Vertices: 70, Time: 0.0040 seconds, MST Weight by list: 69
Density:0.8, Vertices: 70, Time: 0.0050 seconds, MST Weight by list: 69
Density:0.1, Vertices: 90, Time: 0.0021 seconds, MST Weight by list: 179
Density:0.2, Vertices: 90, Time: 0.0030 seconds, MST Weight by list: 111
Density:0.3, Vertices: 90, Time: 0.0030 seconds, MST Weight by list: 97
Density:0.4, Vertices: 90, Time: 0.0040 seconds, MST Weight by list: 95
Density:0.5, Vertices: 90, Time: 0.0084 seconds, MST Weight by list: 90
Density:0.6, Vertices: 90, Time: 0.0051 seconds, MST Weight by list: 90
Density:0.7, Vertices: 90, Time: 0.0060 seconds, MST Weight by list: 89
Density:0.8, Vertices: 90, Time: 0.0077 seconds, MST Weight by list: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by list: 150
Density:0.2, Vertices: 100, Time: 0.0031 seconds, MST Weight by list: 122
Density:0.3, Vertices: 100, Time: 0.0070 seconds, MST Weight by list: 104
Density:0.4, Vertices: 100, Time: 0.0050 seconds, MST Weight by list: 103
Density:0.5, Vertices: 100, Time: 0.0065 seconds, MST Weight by list: 99
Density:0.6, Vertices: 100, Time: 0.0085 seconds, MST Weight by list: 99
Density:0.7, Vertices: 100, Time: 0.0074 seconds, MST Weight by list: 99
Density:0.8, Vertices: 100, Time: 0.0075 seconds, MST Weight by list: 99
Density:0.1, Vertices: 120, Time: 0.0020 seconds, MST Weight by list: 194
Density:0.2, Vertices: 120, Time: 0.0065 seconds, MST Weight by list: 128
Density:0.3, Vertices: 120, Time: 0.0083 seconds, MST Weight by list: 120
Density:0.4, Vertices: 120, Time: 0.0075 seconds, MST Weight by list: 119
Density:0.5, Vertices: 120, Time: 0.0087 seconds, MST Weight by list: 120
Density:0.6, Vertices: 120, Time: 0.0091 seconds, MST Weight by list: 119
Density:0.7, Vertices: 120, Time: 0.0105 seconds, MST Weight by list: 119
Density:0.8, Vertices: 120, Time: 0.0117 seconds, MST Weight by list: 119
Density:0.1, Vertices: 150, Time: 0.0056 seconds, MST Weight by list: 188
Density:0.2, Vertices: 150, Time: 0.0066 seconds, MST Weight by list: 153
Density:0.3, Vertices: 150, Time: 0.0161 seconds, MST Weight by list: 152
Density:0.4, Vertices: 150, Time: 0.0175 seconds, MST Weight by list: 149
Density:0.5, Vertices: 150, Time: 0.0126 seconds, MST Weight by list: 149
Density:0.6, Vertices: 150, Time: 0.0151 seconds, MST Weight by list: 149
Density:0.7, Vertices: 150, Time: 0.0188 seconds, MST Weight by list: 149
Density:0.8, Vertices: 150, Time: 0.0186 seconds, MST Weight by list: 149
Density:0.1, Vertices: 180, Time: 0.0116 seconds, MST Weight by list: 204
Density:0.2, Vertices: 180, Time: 0.0123 seconds, MST Weight by list: 181
Density:0.3, Vertices: 180, Time: 0.0095 seconds, MST Weight by list: 180
Density:0.4, Vertices: 180, Time: 0.0150 seconds, MST Weight by list: 179
Density:0.5, Vertices: 180, Time: 0.0183 seconds, MST Weight by list: 179
Density:0.6, Vertices: 180, Time: 0.0231 seconds, MST Weight by list: 179
Density:0.7, Vertices: 180, Time: 0.0227 seconds, MST Weight by list: 179
Density:0.8, Vertices: 180, Time: 0.0262 seconds, MST Weight by list: 179
